Date,Close,Ticker
2020-01-01,248.7225799560547,JPM
2020-02-01,232.7557373046875,JPM
2020-03-01,227.66168212890625,JPM
2020-04-01,268.15557861328125,JPM
2020-05-01,279.50634765625,JPM
2020-06-01,270.4293518066406,JPM
2020-07-01,278.80413818359375,JPM
2020-08-01,287.8004150390625,JPM
2020-09-01,287.08221435546875,JPM
2020-10-01,282.1349182128906,JPM
2020-11-01,310.9827575683594,JPM
2020-12-01,324.24163818359375,JPM
2021-01-01,309.5404968261719,JPM
2021-02-01,308.2785339355469,JPM
2021-03-01,345.2567443847656,JPM
2021-04-01,371.3751525878906,JPM
2021-05-01,383.5928955078125,JPM
2021-06-01,372.9023132324219,JPM
2021-07-01,385.27825927734375,JPM
2021-08-01,389.0635070800781,JPM
2021-09-01,365.2021484375,JPM
2021-10-01,431.8852844238281,JPM
2021-11-01,416.6440734863281,JPM
2021-12-01,470.9686279296875,JPM
2022-01-01,444.6798400878906,JPM
2022-02-01,447.7851257324219,JPM
2022-03-01,479.8725891113281,JPM
2022-04-01,479.9524230957031,JPM
2022-05-01,468.84429931640625,JPM
2022-06-01,484.7467956542969,JPM
2022-07-01,513.6677856445312,JPM
2022-08-01,491.8742370605469,JPM
2022-09-01,478.3396301269531,JPM
2022-10-01,527.4503173828125,JPM
2022-11-01,520.428955078125,JPM
2022-12-01,503.7261962890625,JPM
2023-01-01,475.74444580078125,JPM
2023-02-01,453.58648681640625,JPM
2023-03-01,450.393798828125,JPM
2023-04-01,470.64837646484375,JPM
2023-05-01,466.0096435546875,JPM
2023-06-01,459.6972351074219,JPM
2023-07-01,486.2941589355469,JPM
2023-08-01,457.68524169921875,JPM
2023-09-01,484.20062255859375,JPM
2023-10-01,516.3291015625,JPM
2023-11-01,533.114013671875,JPM
2023-12-01,507.5653991699219,JPM
2020-01-01,248.7225799560547,UNH
2020-02-01,232.7557373046875,UNH
2020-03-01,227.66168212890625,UNH
2020-04-01,268.15557861328125,UNH
2020-05-01,279.50634765625,UNH
2020-06-01,270.4293518066406,UNH
2020-07-01,278.80413818359375,UNH
2020-08-01,287.8004150390625,UNH
2020-09-01,287.08221435546875,UNH
2020-10-01,282.1349182128906,UNH
2020-11-01,310.9827575683594,UNH
2020-12-01,324.24163818359375,UNH
2021-01-01,309.5404968261719,UNH
2021-02-01,308.2785339355469,UNH
2021-03-01,345.2567443847656,UNH
2021-04-01,371.3751525878906,UNH
2021-05-01,383.5928955078125,UNH
2021-06-01,372.9023132324219,UNH
2021-07-01,385.27825927734375,UNH
2021-08-01,389.0635070800781,UNH
2021-09-01,365.2021484375,UNH
2021-10-01,431.8852844238281,UNH
2021-11-01,416.6440734863281,UNH
2021-12-01,470.9686279296875,UNH
2022-01-01,444.6798400878906,UNH
2022-02-01,447.7851257324219,UNH
2022-03-01,479.8725891113281,UNH
2022-04-01,479.9524230957031,UNH
2022-05-01,468.84429931640625,UNH
2022-06-01,484.7467956542969,UNH
2022-07-01,513.6677856445312,UNH
2022-08-01,491.8742370605469,UNH
2022-09-01,478.3396301269531,UNH
2022-10-01,527.4503173828125,UNH
2022-11-01,520.428955078125,UNH
2022-12-01,503.7261962890625,UNH
2023-01-01,475.74444580078125,UNH
2023-02-01,453.58648681640625,UNH
2023-03-01,450.393798828125,UNH
2023-04-01,470.64837646484375,UNH
2023-05-01,466.0096435546875,UNH
2023-06-01,459.6972351074219,UNH
2023-07-01,486.2941589355469,UNH
2023-08-01,457.68524169921875,UNH
2023-09-01,484.20062255859375,UNH
2023-10-01,516.3291015625,UNH
2023-11-01,533.114013671875,UNH
2023-12-01,507.5653991699219,UNH
